id,sensor_id,created_at,lat,lon,location_name,ts_utc,max_db,average_db
38,1,2026-01-10T00:58:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T00:58:00+00:00,47.47,45.81
39,1,2026-01-10T00:59:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T00:59:00+00:00,52.66,45.96
40,1,2026-01-10T01:00:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:00:00+00:00,56.56,51.28
41,1,2026-01-10T01:01:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:01:00+00:00,54.37,47.71
42,1,2026-01-10T01:02:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:02:00+00:00,56.41,49.34
43,1,2026-01-10T01:03:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:03:00+00:00,48.35,44.27
44,1,2026-01-10T01:04:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:04:00+00:00,48.13,46.26
45,1,2026-01-10T01:05:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:05:00+00:00,48.26,46.67
46,1,2026-01-10T01:06:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:06:00+00:00,56.52,48.0
47,1,2026-01-10T01:07:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:07:00+00:00,61.74,54.5
48,1,2026-01-10T01:08:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:08:00+00:00,48.68,41.87
49,1,2026-01-10T01:09:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:09:00+00:00,50.32,46.16
50,1,2026-01-10T01:10:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:10:00+00:00,56.33,49.85
51,1,2026-01-10T01:11:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:11:00+00:00,46.09,44.59
52,1,2026-01-10T01:12:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:12:00+00:00,58.34,47.04
53,1,2026-01-10T01:13:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:13:00+00:00,54.13,49.62
54,1,2026-01-10T01:14:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:14:00+00:00,48.57,44.75
55,1,2026-01-10T01:15:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:15:00+00:00,53.62,45.1
56,1,2026-01-10T01:16:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:16:00+00:00,56.63,49.48
57,1,2026-01-10T01:17:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:17:00+00:00,51.07,47.04
58,1,2026-01-10T01:18:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:18:00+00:00,48.32,46.0
59,1,2026-01-10T01:19:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:19:00+00:00,58.3,47.56
60,1,2026-01-10T01:20:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:20:00+00:00,53.68,46.82
61,1,2026-01-10T01:21:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:21:00+00:00,52.43,47.66
62,1,2026-01-10T01:22:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:22:00+00:00,58.79,48.18
63,1,2026-01-10T01:23:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:23:00+00:00,45.94,44.04
64,1,2026-01-10T01:24:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:24:00+00:00,56.87,51.41
65,1,2026-01-10T01:25:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:25:00+00:00,53.43,50.75
66,1,2026-01-10T01:26:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:26:00+00:00,53.51,48.7
67,1,2026-01-10T01:27:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:27:00+00:00,53.69,46.67
68,1,2026-01-10T01:28:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:28:00+00:00,55.24,47.3
69,1,2026-01-10T01:29:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:29:00+00:00,50.42,46.95
70,1,2026-01-10T01:30:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:30:00+00:00,49.87,44.87
71,1,2026-01-10T01:31:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:31:00+00:00,49.84,43.75
72,1,2026-01-10T01:32:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:32:00+00:00,52.83,48.28
73,1,2026-01-10T01:33:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:33:00+00:00,57.18,49.56
74,1,2026-01-10T01:34:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:34:00+00:00,50.58,46.67
75,1,2026-01-10T01:35:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:35:00+00:00,54.18,47.65
76,1,2026-01-10T01:36:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:36:00+00:00,53.95,47.27
77,1,2026-01-10T01:37:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:37:00+00:00,55.17,51.73
78,1,2026-01-10T01:38:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:38:00+00:00,47.61,43.38
79,1,2026-01-10T01:39:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:39:00+00:00,53.86,50.05
80,1,2026-01-10T01:40:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:40:00+00:00,47.17,41.66
81,1,2026-01-10T01:41:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:41:00+00:00,49.07,45.7
82,1,2026-01-10T01:42:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:42:00+00:00,44.23,42.63
83,1,2026-01-10T01:43:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:43:00+00:00,46.51,43.8
84,1,2026-01-10T01:44:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:44:00+00:00,56.77,54.28
85,1,2026-01-10T01:45:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:45:00+00:00,59.06,47.87
86,1,2026-01-10T01:46:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:46:00+00:00,54.73,46.4
87,1,2026-01-10T01:47:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:47:00+00:00,51.67,46.07
88,1,2026-01-10T01:48:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:48:00+00:00,51.62,46.42
89,1,2026-01-10T01:49:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:49:00+00:00,53.04,45.62
90,1,2026-01-10T01:50:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:50:00+00:00,54.45,47.4
91,1,2026-01-10T01:51:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:51:00+00:00,50.84,47.01
92,1,2026-01-10T01:52:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:52:00+00:00,59.04,46.76
93,1,2026-01-10T01:53:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:53:00+00:00,51.68,47.97
94,1,2026-01-10T01:54:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:54:00+00:00,50.32,47.66
95,1,2026-01-10T01:55:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:55:00+00:00,55.1,47.66
96,1,2026-01-10T01:56:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:56:00+00:00,56.68,49.32
97,1,2026-01-10T01:57:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:57:00+00:00,52.61,45.82
98,1,2026-01-10T01:58:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:58:00+00:00,51.96,46.27
99,1,2026-01-10T01:59:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T01:59:00+00:00,57.8,47.38
100,1,2026-01-10T02:00:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:00:00+00:00,52.94,46.41
101,1,2026-01-10T02:01:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:01:00+00:00,47.57,46.07
102,1,2026-01-10T02:02:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:02:00+00:00,52.82,51.32
103,1,2026-01-10T02:03:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:03:00+00:00,52.0,46.18
104,1,2026-01-10T02:04:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:04:00+00:00,56.07,46.17
105,1,2026-01-10T02:05:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:05:00+00:00,60.86,51.33
106,1,2026-01-10T02:06:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:06:00+00:00,58.68,51.36
107,1,2026-01-10T02:07:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:07:00+00:00,52.46,46.26
108,1,2026-01-10T02:08:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:08:00+00:00,51.94,49.48
109,1,2026-01-10T02:09:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:09:00+00:00,56.04,46.53
110,1,2026-01-10T02:10:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:10:00+00:00,59.75,51.56
111,1,2026-01-10T02:11:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:11:00+00:00,49.33,46.84
112,1,2026-01-10T02:12:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:12:00+00:00,58.7,50.79
113,1,2026-01-10T02:13:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:13:00+00:00,50.58,44.48
114,1,2026-01-10T02:14:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:14:00+00:00,52.27,45.34
115,1,2026-01-10T02:15:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:15:00+00:00,50.04,48.54
116,1,2026-01-10T02:16:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:16:00+00:00,54.44,47.2
117,1,2026-01-10T02:17:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:17:00+00:00,46.09,41.86
118,1,2026-01-10T02:18:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:18:00+00:00,53.5,43.07
119,1,2026-01-10T02:19:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:19:00+00:00,53.43,49.14
120,1,2026-01-10T02:20:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:20:00+00:00,56.4,49.7
121,1,2026-01-10T02:21:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:21:00+00:00,51.12,47.71
122,1,2026-01-10T02:22:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:22:00+00:00,53.81,46.66
123,1,2026-01-10T02:23:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:23:00+00:00,50.02,44.39
124,1,2026-01-10T02:24:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:24:00+00:00,48.72,45.18
125,1,2026-01-10T02:25:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:25:00+00:00,55.19,49.16
126,1,2026-01-10T02:26:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:26:00+00:00,57.72,49.19
127,1,2026-01-10T02:27:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:27:00+00:00,58.26,52.87
128,1,2026-01-10T02:28:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:28:00+00:00,55.7,51.07
129,1,2026-01-10T02:29:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:29:00+00:00,59.66,43.06
130,1,2026-01-10T02:30:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:30:00+00:00,52.4,45.08
131,1,2026-01-10T02:31:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:31:00+00:00,49.53,47.76
132,1,2026-01-10T02:32:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:32:00+00:00,51.8,47.21
133,1,2026-01-10T02:33:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:33:00+00:00,55.25,48.84
134,1,2026-01-10T02:34:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:34:00+00:00,55.25,47.66
135,1,2026-01-10T02:35:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:35:00+00:00,53.23,46.64
136,1,2026-01-10T02:36:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:36:00+00:00,53.68,46.11
137,1,2026-01-10T02:37:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:37:00+00:00,55.3,46.81
138,1,2026-01-10T02:38:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:38:00+00:00,45.42,43.87
139,1,2026-01-10T02:39:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:39:00+00:00,53.67,45.42
140,1,2026-01-10T02:40:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:40:00+00:00,56.88,47.62
141,1,2026-01-10T02:41:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:41:00+00:00,57.02,46.95
142,1,2026-01-10T02:42:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:42:00+00:00,49.26,45.04
143,1,2026-01-10T02:43:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:43:00+00:00,49.85,44.92
144,1,2026-01-10T02:44:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:44:00+00:00,53.3,51.45
145,1,2026-01-10T02:45:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:45:00+00:00,51.98,44.55
146,1,2026-01-10T02:46:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:46:00+00:00,51.37,42.58
147,1,2026-01-10T02:47:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:47:00+00:00,48.62,45.83
148,1,2026-01-10T02:48:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:48:00+00:00,53.68,48.24
149,1,2026-01-10T02:49:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:49:00+00:00,58.05,48.09
150,1,2026-01-10T02:50:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:50:00+00:00,52.7,43.5
151,1,2026-01-10T02:51:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:51:00+00:00,57.13,49.98
152,1,2026-01-10T02:52:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:52:00+00:00,59.93,48.08
153,1,2026-01-10T02:53:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:53:00+00:00,53.87,47.39
154,1,2026-01-10T02:54:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:54:00+00:00,52.11,45.11
155,1,2026-01-10T02:55:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:55:00+00:00,51.51,48.01
156,1,2026-01-10T02:56:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:56:00+00:00,44.7,42.06
157,1,2026-01-10T02:57:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:57:00+00:00,58.32,46.51
158,1,2026-01-10T02:58:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:58:00+00:00,51.89,44.85
159,1,2026-01-10T02:59:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T02:59:00+00:00,53.11,46.55
160,1,2026-01-10T03:00:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:00:00+00:00,55.62,46.42
161,1,2026-01-10T03:01:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:01:00+00:00,61.09,47.3
162,1,2026-01-10T03:02:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:02:00+00:00,57.15,50.87
163,1,2026-01-10T03:03:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:03:00+00:00,52.65,47.16
164,1,2026-01-10T03:04:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:04:00+00:00,51.83,48.39
165,1,2026-01-10T03:05:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:05:00+00:00,56.85,48.85
166,1,2026-01-10T03:06:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:06:00+00:00,53.39,48.25
167,1,2026-01-10T03:07:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:07:00+00:00,55.37,46.57
168,1,2026-01-10T03:08:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:08:00+00:00,48.01,46.51
169,1,2026-01-10T03:09:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:09:00+00:00,59.46,50.77
170,1,2026-01-10T03:10:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:10:00+00:00,45.11,43.61
171,1,2026-01-10T03:11:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:11:00+00:00,60.74,53.43
172,1,2026-01-10T03:12:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:12:00+00:00,50.05,48.55
173,1,2026-01-10T03:13:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:13:00+00:00,53.39,47.65
174,1,2026-01-10T03:14:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:14:00+00:00,56.28,48.28
175,1,2026-01-10T03:15:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:15:00+00:00,60.56,49.67
176,1,2026-01-10T03:16:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:16:00+00:00,55.22,45.22
177,1,2026-01-10T03:17:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:17:00+00:00,55.63,50.96
178,1,2026-01-10T03:18:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:18:00+00:00,54.56,47.79
179,1,2026-01-10T03:19:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:19:00+00:00,49.74,46.57
180,1,2026-01-10T03:20:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:20:00+00:00,50.11,48.61
181,1,2026-01-10T03:21:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:21:00+00:00,55.59,46.15
182,1,2026-01-10T03:22:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:22:00+00:00,47.04,45.54
183,1,2026-01-10T03:23:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:23:00+00:00,53.6,48.14
184,1,2026-01-10T03:24:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:24:00+00:00,53.74,47.13
185,1,2026-01-10T03:25:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:25:00+00:00,57.3,49.31
186,1,2026-01-10T03:26:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:26:00+00:00,55.84,48.95
187,1,2026-01-10T03:27:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:27:00+00:00,52.43,47.35
188,1,2026-01-10T03:28:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:28:00+00:00,47.27,45.0
189,1,2026-01-10T03:29:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:29:00+00:00,49.64,46.31
190,1,2026-01-10T03:30:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:30:00+00:00,54.6,48.44
191,1,2026-01-10T03:31:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:31:00+00:00,58.09,49.87
192,1,2026-01-10T03:32:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:32:00+00:00,53.65,46.0
193,1,2026-01-10T03:33:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:33:00+00:00,49.83,44.03
194,1,2026-01-10T03:34:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:34:00+00:00,51.98,45.41
195,1,2026-01-10T03:35:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:35:00+00:00,60.76,51.02
196,1,2026-01-10T03:36:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:36:00+00:00,50.1,48.6
197,1,2026-01-10T03:37:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:37:00+00:00,49.76,46.97
198,1,2026-01-10T03:38:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:38:00+00:00,55.18,52.71
199,1,2026-01-10T03:39:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:39:00+00:00,59.16,48.32
200,1,2026-01-10T03:40:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:40:00+00:00,59.84,48.37
201,1,2026-01-10T03:41:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:41:00+00:00,48.2,46.7
202,1,2026-01-10T03:42:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:42:00+00:00,51.16,46.72
203,1,2026-01-10T03:43:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:43:00+00:00,49.9,48.4
204,1,2026-01-10T03:44:00+00:00,44.2361944,-76.4898333,409 Barrie Street,2026-01-10T03:44:00+00:00,56.19,46.37
